,company_id,name,description,company_size,state,country,city,zip_code,address,url
16349,11682570,UNICOM Technologies Inc,"UNICOM Technologies, Inc., An accomplished leader with proven experience in staff augmentation, we at UNICOM brought together the brightest of thought leaders, software engineers who believe in the disruptive power and value of strategic partnerships that improve strategic sourcing.

We provide expertise and professional services throughout the entire Software Development Life cycle from Strategic Planning, Project Initiation, Business Analysis and Functional User Requirements Analysis, Systems Development to Testing, Implementation and Post Implementation Review.
",2.0,Illinois,US,Lisle,60532,1500 Eisenhower Ln,https://www.linkedin.com/company/unicomtec
16375,11724679,Reelarc,"Reelarc is the leading Cinematic Demo Reel Production Company in NYC, and LA. Having served thousands of actors, we offer a completely bespoke experience from pre-production, where we discern an actor's type and career trajectory, through production with the latest tech, to post-production with our experienced team of editors, sound designers, and colorists. This new style of production is disrupting the acting industry; REELARC is leading the way.",,New York,US,Brooklyn,11251,141 Flushing Ave,https://www.linkedin.com/company/reelarc
16423,11818978,"Iron EagleX, Inc.","Iron EagleX is an agile customer focused team. We are passionate people solving tough problems and bringing modern technology solutions and practices to our Government customers. We deliver engineering solutions in cloud computing, big data, cyber, and machine learning technologies to modernize and migrate systems to the cloud. We take on and fill advanced operational and mission support gaps and can adjust to requirements while sustaining excellence in execution and performance.

We seek out like-minded people to join our thriving team. If you are a creative hard charger, who likes working on challenging problems in a fast-paced mission critical environment, and who is up for multiple challenges and opportunities without drama and obstacles to do your job, please reach out to us. We are interested in discussing how you can join our team. ",3.0,Florida,US,Tampa,33609,5426 Bay Center Dr,https://www.linkedin.com/company/ironeaglex
16436,11841554,Enexus Global Inc.,"Enexus Global, is a premier onsite/offshore software solutions and services company, headquartered in the Silicon Valley with offices across the United States, India.

Some noteworthy achievements include: transforming a bank with efficient business solutions involving the Core Banking System (CBS), creating an E-commerce store for a Retail business giant with the latest security solutions, and building a database designer with a hierarchical system for communicating in a hospital or clinic. These achievements and possibilities emerged because our clients’ trust in our expertise that includes a vast array of technological development services. Our exceptional leaders and engineers work on software applications, web development, mobility solutions, and cloud-based services. Our best practices and progressive work culture has also maneuvered us into R&D of augmented reality.

We work closely with our clients to help them successfully build and execute their most critical strategies. Enexus Global has a proven track record of delivering results through its global delivery centers and flexible engagement models for over 450 brands ranging from Fortune 100 to growing companies. Enexus Global provides a variety of services including Enterprise Applications, Mobility, Big Data/BI, Staffing Services, and Cloud Solutions. Our enterprise clientele includes leading companies like eBay, PayPal, DIRECTV, Expedia, Oracle, Cisco, and many more

The talent nurtured at Enexus Global, combined with our global network make us your best ally. We provide support for a variety of organization sizes, and are committed to our clients to utilize available resources, to ensure that our services are tailored to meet all client specific requirements.",2.0,California,US,Fremont,94538,39510 Paseo Padre Pkwy,https://www.linkedin.com/company/enexusglobal
16465,12605993,Mauser Packaging Solutions,"Mauser Packaging Solutions is a global leader in solutions and services across the packaging lifecycle, providing large and small metal, plastic, fiber and hybrid packaging worldwide to companies in industries from food, beverage, personal care and pharmaceuticals to chemicals, petrochemicals, agrochemicals and paints. Bringing together the very best of its four legacy companies— BWAY, MAUSER Group, NCG and ICS—Mauser Packaging Solutions offers its customers true sustainability at scale: of natural resources, supply chains, packaging performance and growth opportunities. Visit mauserpackaging.com.",7.0,Illinois,US,Oak Brook,60523,1515 W 22nd St,https://www.linkedin.com/company/mauser-packaging-solutions
16469,12613218,Phyton Talent Advisors,"Phyton Talent Advisors, formerly Linium Resources, provides top-tier talent for the world's most competitive industries. 

We're more than recruiters, more than executive headhunters- we're trusted, strategic advisors. We refuse to participate in the people-as-commodities model that dominates our industry: We respect our clients as long-term partners. We treat our job candidates as people. We regard our employees as family. Their success is our success. 

We are tenacious in style yet nurturing in character. We're both hungry and humble. We're different from our competitors in ways that make us an indispensable asset for our clients, a better place to work and a more sustainable environment.  ",2.0,New York,US,New York,10004,90 Broad Street,https://www.linkedin.com/company/phytontalent
16488,12670967,Ikon Technologies,"Harnessing the power of innovative technologies and real-time informatics, Ikon Technologies is evolving the way dealers and drivers connect. 

Our vision is to transform the dealer-driver relationship into a connection that lasts a lifetime.

Founded by dealers for dealers with a single mission to help realize real value from tools and technologies to fit the unique needs of the automotive community, Ikon Technologies empowers dealers to find operational efficiencies, additional revenue opportunities, and value-add customer connections through our intelligent end-to-end solution suite. 

Ready to grow with Ikon?  Connect with us today!",2.0,Texas,US,Arlington,76006,1161 Corporate Dr W,https://www.linkedin.com/company/ikontechnologies
16498,12899396,Mynd,"Real estate investing made easy. 
🏠 $3.5 billion+ in assets under management 
✅ Manage, buy, sell, finance, and insure through Mynd
🇺🇸 25+ markets
🚀 SFR investing expertise powered by tech",4.0,California,US,Oakland,94612,1611 Telegraph Ave,https://www.linkedin.com/company/myndrealestate
16505,12907420,VivaHire,"VivaHire focuses on providing a blend of extraordinary talent to companies looking to fill executive leadership and technical positions. On every search, we leverage our recruiting IQ and EQ along with our advanced AI sourcing tools & workflows to ensure every candidate possibility is obtained and precisely mapped to our client's needs. ",,CA,US,Ventura,93003,4744 Telephone Rd. ,https://www.linkedin.com/company/vivahire
16537,13021252,Branca USA,"Tradition, Quality and innovation since 1845.",1.0,NY,US,New York,10022,0,https://www.linkedin.com/company/brancausa
16566,13185421,Rovco,"Founded in 2016, Rovco is a high-technology offshore wind business helping to bring renewable energy to the forefront of the energy mix. The same capability is used to fulfil the world’s drive to clean up and decommission older infrastructure. We focus on the development and use of novel perception, data and autonomy technology to bring the offshore industry into the twenty-first century, helping to further the growth of renewable energy in the marine space.

For further information please contact info@rovco.com or visit www.rovco.com",2.0,Somerset,GB,Bristol,BS1 6BX,Bridgewater House,https://www.linkedin.com/company/rovco
16572,13211176,Group Nine LLC,"Group Nine LLC provides staffing solutions for companies seeking top talent. We partner with the most sought-after IT professionals to help them achieve their career goals. Our team's dedication and commitment to providing value has forged partnerships that drive technology.

Our recruiting expertise provides direct hire, executive search, temporary staffing, contract consulting and temp/contract-to-hire solutions to emerging growth companies and Fortune 500 companies. Group Nine LLC services a wide variety of industries. Our goal is to find the best hiring solution for each client in the most cost efficient method with a sense of urgency for each and every hire.",2.0,Michigan,US,Farmington Hills,0,24155 Drake Rd,https://www.linkedin.com/company/group-nine-llc
16601,13338268,DVG  TECH SOLUTIONS PVT LTD,"DVG is a high skilled talented Human Capital Consulting Organization with individual practices in Talent Acquisition. Primarily started its venture in the USA and expanded its operations to India, DVG now offers specialized services in all spheres of  Resource Management.

This Consulting ingenuity is with the vision to offer a world-class content solutions and resource development tools to organizations to help them realize their visions",5.0,tamil nadu,IN,chennai,600026,"101,1st Floor, Sai Nilayam, 3rd Street, Kumaran Colony Vadapalani, Chennai - 600026",https://www.linkedin.com/company/dvg-tech-solutions-pvt-ltd
16603,13345578,Centraprise,"Centraprise is a Technology Solutions company, a company comprising of technology professionals specialized in designing and implementing solutions to our customers. By understanding what drives our specialty industries, becoming involved in our communities on a professional and personal basis, following a disciplined process of identifying quality candidates, partnering with employers to understand their core business and their employment requirements, and delivering exceptional service, we achieve great results for all concerned.
 
Centraprise is providing traditional staffing services, professional and technical staffing and management services to some of the country's leading companies with highest quality of service.

Due to our expertise across multi-platform technologies and skill-sets, Centraprise provides services to a wide spectrum of customers across verticals such as Banking, Financial Services, Healthcare, Human Resources, Telecom, Insurance, Hospitality, Retail & Distribution and Manufacturing. Serving multinational customers, Centraprise Inc has gained vast experience and competence to deliver quality services at competitive prices.
 
Centraprise reinforces its belief that the quality of our services can only be measured by the skills, performance and dedication of our employees. We will place only the very best candidates for our clients candidates who are not only willing, but who possess the necessary skills to do the job effectively. Centraprise has rich experience in providing solutions to help you find or improve your program to advance your complex business needs. So whatever your program entails, we can meet your needs with a proven, seamless track record of successful implementation with a seasoned team of professionals to back it up.",4.0,NJ,US,Edison ,08817,3 Ethel Rd,https://www.linkedin.com/company/centraprise
16618,13406030,Invences Inc.,"Invences Inc., (A Purview Company) specializes in Technology Solutions and Systems Integration (SI) partner, with expertise in 4G LTE/5G MNO, Private Wireless Networks, Cloud (GCP, Azure, AWS), O-RAN, NG-CORE, MEC, 6G Incubation, and AIOps. We're your trusted partner for innovative solutions in Telco, Cloud, Infrastructure, and Private Networks.

Telecommunications, Wireless Communications, 4G, 5G, 6G, Private Networks, MEC, IoT, RCS, MVNO, MVNE, Networking, Hyper-Scalers, On-premises, Public & Private Cloud, AWS, Azure, GCP, and Security.",2.0,Texas,US,Carrollton,75007,3740 N Josey Ln,https://www.linkedin.com/company/invences
16625,13574568,Advanced Knowledge Tech LLC,"About us
Advanced Knowledge Tech alias ""AKT LLC"", headquartered in Lewisville, TX. We are recognized leader in providing high quality Information Technology Professional Services across Continental United States. With solid experience in matching industry leaders with the best talent available.

The key to our company's success lies in the quality of service provided. AKT employs top IT professionals to ensure this quality. Utilizing the latest technologies, our team is skilled in identifying problems, analyzing alternative solutions, implementing changes and providing on-going expertise to our clients via on-site professional I/T staffing services.

Our company is a blend of dedicated business professionals committed to meeting your company's needs. Our allegiance to this goal and our high quality service guarantees our client's success.

We believes, our work begins with a detailed knowledge of client’s domain and core business processes. We customize our technology solutions to meet an organization s unique business needs. This is an approach our clients appreciate. More than 90 percent of our clients come back to us to expand their business.

Our legacy of successfully delivering technology and Human Resource solutions has earned us a reputation that today we are first choice for diverse list of clients all over the world.

At AKT, we forget relationships that endure. Our solutions provide strategic advantage to several of the most admired organizations in the world. We have long-standing and vibrant partnerships with leading companies across the globe.

Our clients are assured of services that address their changing business needs and exceed their expectations. Our high level of commitment to our clients has differentiated us as their ""preferred partners"". With each new customer engagement, we open up more avenues for the future.",3.0,Texas,US,Lewisville,75057,751 Hebron Parkway,https://www.linkedin.com/company/advanced-knowledge-tech-llc
16634,13636669,INSTITUTE OF CERTIFIED CASH FLOW ADVISORS,"The Institute of Certified Cash Flow Advisors helps coaches and financial professionals to grow market share and increase revenues. This is achieved by offering a custom plan for clients that will increase the status of the service provider while making the clients dreams a reality.

ICCA offers you a 6 level educational program that certifies you as a Cash Flow Advisor (CCA). In the program you will learn: how to liberate funds for your clients using a better way to manage money; how to help clients realize their dreams in life; how to market yourself in a way that will make you a preferred source with your clients; how to increase market share; how to increase revenues and add revenue streams to your services.

ICCA provides members with ongoing education and marketing support to help you grow your business. We understand the challenges that coaches and financial professionals face. Growing market share can be a struggle. We offer a unique advantage that will help you gain clients while adding a revenue stream to existing clientele.",,AB,CA,Calgary,T2W5Y8,130 Wood Valley Dr,https://www.linkedin.com/company/instituteofcca
16638,13655403,Softcom Systems Inc,"Softcom Systems Inc is headquartered in Princeton, NJ serving the US market for the last 20 years. Apart from United States, we also serve the global market from our Canada, London and India offices.  Our service offerings include:

•	Application Development, Maintenance and Support
•	Digital Consulting – Social, Mobile, Big Data, Cloud, Agile
•	Business Intelligence and Analytics
•	Digital Testing which includes Independent, Managed & Specialized testing services 
•	Enterprise solutions – SAP
•	CRM solutions - Salesforce

Softcom Systems has been successful in executing projects for direct clients and through implementation partners both at onsite and onsite:offshore model.  We invest heavily on sharpening  our employee’s technical expertise and also to establish a good partner eco-system. Softcom Systems also support our clients in building capacity model business and fulfill their clients staffing needs. We have 125+ US employees and we are consciously working towards increasing our employee strength in the US region. We also have a strong partner network and have deployed 100+ contractors within our accounts. We have helped client’s onboard candidates with both niche and generic skills – AWS & Azure Cloud Architect & Engineers, Software Development Engineer in Test (SDET), DevOps, Technical PM, Enterprise Architects, Data Centre & Networking Experts, SAP, DBA’s, Salesforce Developers, Business Analyst & others. 

Softcom Digital – “rapIDity” – Digital Client Onboarding
Softcom Digital is an independent entity of Softcom Systems Inc.  As part of our 2020 vision, Softcom Systems Inc decided to leverage the BFS expertise and made a conscious decision to invest on product development. This gave birth to Softcom Digital and our flagship product “rapIDity” an omni-channel, open architecture product that streamlines and digitizes the Client Onboarding process.  Kindly visit www.softcomdigital.com for more information.

Why Softcom?

Softcom brings value proposition to its customers by providing key benefits like 

•	A reliable technology partner & leverage partners for a cohesive solution
•	Maintaining integrity and protecting customer’s intellectual property
•	Rich experience in diverse domains
•	Cost Effective Services & Deliver On-time, within the allocated budget, Every time


Maintaining an excellent client satisfaction record is something we pride ourselves on. No engagement has ever been cancelled due to poor performance or unsuitability of one of our resources. Our success comes from building strong long term relationships with our clients. You need the ability to source quality project management expertise, advice and resources you can rely upon from an organization that understands your needs and language. We have a proven track record in satisfying these needs.

We have the following requirements:
 
1.	Node.js Developer 
2.	Full Stack Java Developer
3.	Cognos Developer
4.	Software Engineers
5.	Citrix/Xen App Engineer
6.	Senior Workplace – VDI Architect
7.	Salesforce Developer
8.	Salesforce Architect
9.	UI Developer
10.	Appian Developer
11.	Automation Tester
12.	Program Managers
13.	Project Managers


If you are interested, please submit your profile to info@softcomsystems.com
",2.0,New Jersey,US,Princeton,08540,475 Wall St,https://www.linkedin.com/company/softcomsystems-inc
16640,13660588,Swift Technologies Inc,"Swift is your innovation partner. Established in 2007 and headquartered out of Irving, TX, Swift is a leader in technology consulting. We put emphasis on long-term commitment and work on GLOCAL model to provide premier professional services from consulting, system development to business IT outsourcing.

Operating across all 50 states in United States of America, and daily expanding our consultant and client, we had realized that building relationships are critical to the success of Swift. We value our relationships with our clients as much as we do with our employees and our business partners. We work in teams and foster handy, collaborative relationships with our customers. We challenge ourselves with new ideas and processes to provide better results for our customers. Our customers can rely on us to be responsible, reliable, and committed to meet their needs. We promise each relationship to be a long term partnership. Our low attrition, combined with our long-lasting relationships serve as a true testament of our strengths.",1.0,Texas,US,Irving,75062,4950 N O'Connor Rd,https://www.linkedin.com/company/www-swifttechinc-com
16641,13664753,Independent Consultant,Independent Consultant,1.0,0,GB,London,0,0,https://www.linkedin.com/company/independent-consultant-uk
16762,14757428,Technumen,"We serve midsize to large size corporations in technology industry with full cycle software development and maintenance. we constantly work to achieve technical excellence and thus deliver the results with unparalleled industry expertise.

Our philosophy is 100% commitment in helping customers achieve success and desired/ optimal results at reduced risk and lowest possible cost. Our role is a partnership and strategic alliance, listening to our customers and supporting their initiatives with the right people, the right technology and at the right cost.",3.0,New Jersey,US,Suit #310,0,242 Old New Brunswick Rd,https://www.linkedin.com/company/technumen
16763,14773918,"REquipment Durable Medical Equipment and Assistive Technology Reuse Program, Inc.","REquipment provides refurbished, durable medical equipment and assistive technology to MA residents free of charge. We have an online inventory, and items can be requested through our website at www.dmereuse.org.  Delivery is available for a small fee.",,0,US,Methuen,0,0,https://www.linkedin.com/company/requipment-reuse-inc
16775,14799367,The Brunswick School ,"The Brunswick School offers child care and schooling from four months through 1st Grade. The school’s curriculum teaches children through creative outlets in a structured 12 month academic curriculum.  At the Brunswick School, the goal is to create happy, healthy lifelong learners.  As a result, each child has the opportunity to learn at their own pace using an individualized approach.  Paving the way towards academics from infancy will assist in transitioning children smoothly into schooling by utilizing stimulating daily activities in a socially and developmentally motivating setting.",2.0,New Jersey,US,Jersey City,07302,189 Brunswick St,https://www.linkedin.com/company/the-brunswick-school
16799,15074104,Brightline Trains,"Connecting Florida with stations in Miami, Aventura, Fort Lauderdale, Boca Raton, West Palm Beach, and Orlando. Brightline West is on the way, connecting Los Angeles and Las Vegas.
 
Guests enjoy an elevated experience with in-station lounges, free WiFi, and much more. As the only privately owned, operated, and maintained passenger rail system in the United States, Brightline is here to connect everyone to new experiences. We blend premium train travel and hospitality to make the journey just as fun as the destination. 
 
A team of smart, experienced, and entrepreneurial individuals has been assembled to move Brightline forward, challenging the monopoly of the car and introducing a smarter way to get there. #RideBrighter #GoBrightline",3.0,Florida,US,Miami,33136,161 NW 6th St,https://www.linkedin.com/company/brightline-trains
16823,15091444,Pierce & Kwok LLP,"Pierce & Kwok represents clients throughout New York State and New Jersey. We serve a wide range of entrepreneurs, musicians, visual artists, landlords, tenants, businesses and individuals. Our practice areas focus on entertainment law, corporate law, landlord-tenant, patent law, criminal, personal injury, divorce, family and immigration law, real estate, estate planning, and bankruptcy. We also offer adept start-up consultation and review, from drafting new business plans for outside investment opportunities to advising on company restructuring and revenue optimization.

We provide our clients sound, practical advice and experienced representation. We leverage our collective knowledge and skill to serve our clients in the most efficient and effective manner. We are determined advocates, and our clients benefit from personalized advice, support, and zealous representation. If you have a question about our services, or are seeking advice regarding a legal or business matter, please contact us.

This is considered Attorney Advertising by some Bar Associations. Prior results do not imply future similar results. Communication does not imply Attorney-Client relationship.",,NY,US,New York,10013,253 Church St Suite 4A,https://www.linkedin.com/company/pierce-&-kwok-llp
16827,15100301,Massachusetts College of Pharmacy and Health Sciences,"Founded in 1823, Massachusetts College of Pharmacy and Health Sciences (MCPHS) is the oldest institution of higher education in the city of Boston. Today, the College's three campuses offer more than 100 innovative degree and certificate programs that guide and support students toward successful, sustainable careers and leadership positions in a wide range of healthcare fields.",5.0,MA,US,Boston,02115-5896,179 Longwood Ave,https://www.linkedin.com/school/massachusetts-college-of-pharmacy-and-health-sciences/
16866,15179827,"Alpine Immune Sciences, Inc.","Alpine Immune Sciences is a clinical stage biopharmaceutical company dedicated to discovering and developing innovative, protein-based immunotherapies targeting the immune synapse to treat autoimmune and inflammatory diseases. We have two products in the clinic for inflammatory diseases, collaborations with world-class partners, and a robust development pipeline. Traded on NASDAQ under ticker ALPN.",2.0,Washington,US,Seattle,98102,188 E Blaine St,https://www.linkedin.com/company/alpine-immune-sciences
16903,15219845,Targazyme,"Targazyme Inc. is a San Diego-based, clinical-stage biopharmaceutical company developing novel enzyme-based platform technologies and products to improve clinical efficacy and cost of care outcomes for cell therapy, immunotherapies for autoimmune diseases and cancer, stem cell transplantation, gene therapy and regenerative medicine.

The Company’s clinical-grade fucosyltransferase enzymes and small molecule products (TZ101 and TZ102) are off-the-shelf biologic products used at the point-of-care to treat therapeutic cells immediately before infusion into the patient using a simple procedure that is easily incorporated into existing medical practice.  The Company has received worldwide patents, multiple FDA orphan drug designations, has an open investigational new drug application (IND) with multiple ongoing clinical studies and a Phase 3 Special Protocol Assessment (SPA) with the FDA. Targazyme’s fucosylation technology has received numerous medical and scientific awards from institutions such as NIH, NCI, US Treasury, CPRIT, ETF, OCAST, JDRF, Leukemia, Lymphoma Society.

Targazyme has partnerships and collaborations with Kyowa Hakko Kirin and Florida Biologix, as well as various medical research institutions including The University of Texas M.D. Anderson Cancer Center, Oklahoma Medical Research Foundation, Texas Transplant Institute, Case Western/University Hospitals, Scripps Hospitals, Fred Hutchinson Cancer Research Center, University of California Los Angeles Medical Center, Stanford University Medical Center, University of Minnesota Medical Center, University of California San Diego Medical Center, Sanford-Burnham Medical Research Institute, Indiana University, Memorial Sloan Kettering Cancer Center, and New York Blood Center. Learn more at http://www.targazyme.com.",,CA,US,Carlsbad,92011,2100 Palomar Airport Road,https://www.linkedin.com/company/targazyme
16923,15236811,WHECO LLC,"For over 40 Years WHECO has been providing Structural Repair, Restoration and Re-power services to a wide range of industries and equipment worldwide.  Today WHECO has strategic locations across North America; Los Angeles, Seattle, Aiken and the Corporate office in Richland WA to provide an expanded range of services to include General Repair, Hydraulic Repair and Electrical Systems repair on your Crane, Forklifts, Aerial Equipment and more....  Currently WHECO has Strategic partnerships with Tadano, JLG, Genie, Terex, Manitex, Haulotte and others for OEM parts, warranty and service support.",2.0,Washington,US,Richland,99354,2989 KINGSGATE WAY,https://www.linkedin.com/company/wheco-corporation-
16927,15238307,Magna5,"Magna5 is a managed IT service provider focusing in network and server monitoring, backup and disaster recovery, cybersecurity, help desk and SD-WAN. We bring together a 24/7/365 fully managed Operations Center with enterprise-class platforms from leading vendors. We work with private and public businesses of all sizes — from government agencies and manufacturing organizations to mid-market and large scale operations. With more than two decades of experience in managed services, we make a difference for our clients using a unique boutique approach delivering disruption-free service, always-on availability, comprehensive security and rapid issue resolution. ",3.0,PA,US,Pittsburgh,15275,1000 Cliff Mine Road,https://www.linkedin.com/company/magna5
16931,15242404,Recruit Group,"Recruit Group, formerly known as answerQuest, is a full-service staffing and executive search firm providing contract, contract to hire, direct hire, and pay-rolling services. Since our beginning in 1998, Recruit Group has been successfully placing ""A""​ players in the key industry sectors of: Physical & Logical Security, Healthcare Technology, Retail and E-Commerce. Clients choose us because of our deep domain knowledge, genuine passion, and premium network of specialized talent.

Our philosophy is succinct: It’s all about talent! No company can expect to beat the competition unless it has the best human capital. Our executive recruiters have one focus: find the “employed non-looker,” the passive candidate who is an “A” player and bring them to you, our client. By utilizing state of the art tools, skill assessments and behavioral-based interviews, we help our clients make the right decision when it comes to hiring.
",,FL,US,Sunrise,33351,7771 W. Oakland Park Blvd.,https://www.linkedin.com/company/recruit-group
16932,15242812,Kaman Corporation,"Since 1945, Kaman has been a leading innovator in the aerospace industry, serving commercial and military customers around the world. Our technical expertise and broad array of solutions have helped us grow to become one of North America's largest industrial distributors and system consultants.",6.0,Connecticut,US,Bloomfield,06002,1332 Blue Hills Avenue,https://www.linkedin.com/company/kaman-corporation
16933,15243220,Värde Partners,"Värde Partners is a leading global alternative investment firm specializing in credit and credit-related assets. Founded in 1993, the firm has invested more than $100 billion across the credit quality and liquidity spectrum in both public and private markets. Värde currently manages approximately $13 billion in assets with teams in North America, Europe, and Asia Pacific focused on Corporate & Traded Credit, Real Estate, and Financial Services & Diversified Private Credit.",3.0,Minnesota,US,Minneapolis,55402,901 S Marquette Ave,https://www.linkedin.com/company/varde-partners
16969,15281827,MUIRFIELD EYECARE CENTER INC,"MUIRFIELD EYECARE CENTER INC is a company based out of 6105 MEMORIAL DR, DUBLIN, Ohio, United States.",1.0,Ohio,US,DUBLIN,43017,6105 MEMORIAL DR,https://www.linkedin.com/company/muirfield-eyecare-center-inc
16986,15349895,"Yoder Ainlay Ulmer & Buckingham, LLP","Since 1957, the Goshen law firm of Yoder Ainlay Ulmer & Buckingham LLP has provided Elkhart, LaGrange and Kosciusko counties and the Michiana area with sophisticated legal expertise and Midwestern pragmatism. The firm’s 19 attorneys provide services in various areas of the law.",1.0,Indiana,US,Goshen,46526,130 N Main Street,https://www.linkedin.com/company/yoder-ainlay-ulmer-buckingham
16998,15406352,TUCKER HOLMES P.C.,"Tucker Holmes, P.C. is a Colorado based insurance defense firm.  We have a longstanding history of providing top-level legal services to clients throughout the Rocky Mountain Region ranging from individuals, small to mid-size business owners, corporations, and Fortune 500 Companies.  Our attorneys are licensed to practice in Colorado, Wyoming, and New Mexico.     

Our primary practice areas include personal injury defense, bad faith litigation defense, UM/UIM litigation defense, Commercial Litigation, Commercial Trucking Litigation, Premises Liability Defense, Governmental Entity Defense, Insurance Coverage, and Appeals.  



",1.0,Colorado,US,CENTENNIAL,80112,9200 E. Mineral Ave. Ste. 300,https://www.linkedin.com/company/tucker-holmes-p.c.
17005,15440862,"Network Adjusters, Inc.","Serving the insurance industry for almost six decades, Network Adjusters, Inc. brings together the best elements of third-party claims administration and independent adjusting services. Our flexible, cost-effective products are tailored to the specific needs of your business. Our prompt, responsive services are aimed at achieving early claims resolution while maximizing savings on expenses and loss pay out.",2.0,New York,US,Farmingdale,11735,850 Fulton Street,https://www.linkedin.com/company/network-adjusters-inc.
17052,15637586,Rapides Regional Medical Center LLC,"Rapides Regional Medical Center is an adult and children's hospital and ER in Alexandria, offering advanced medical care in Rapides Parish and the Gulf South. The Alexandria medical center is an award-winning hospital in Alexandria, Louisiana that offers a wide array of services ranging from Cancer Care to Wound Care, and our medical staff includes doctors in more than 30 medical specialties.

Founded in 1903 at the corner of Second and Lee streets in Alexandria, Louisiana, Rapides Regional Medical Center represents a proud heritage of compassionate healthcare services coupled with the most advanced technology of the day.

With a continued emphasis on progressive care, Rapides Regional Medical Center has grown to meet the continually changing needs of our patients and the rapidly advancing technology of modern healthcare. Located in downtown Alexandria and easily accessible from Interstate 49, the hospital is licensed for 328 beds and fully accredited by The Joint Commission. The hospital participates in the Medicare, Medicaid and Champus programs as well as a number of commercial insurance and managed care programs.

Rapides Regional Medical Center offers a wide array of services including general medicine, general surgery, cardiovascular surgery, bypass surgery, cardiac rehabilitation, neurology, neurosurgery, intensive care and telemetry, oncology services, obstetrics and gynecology, orthopaedic services, physical therapy, skilled nursing services, respiratory therapy, lithotripsy and various outpatient services. At the beginning of 2012, Rapides Regional Medical Center became the first verified Level II Trauma Center in Louisiana. The medical staff includes physicians in more than 30 medical specialties.

",5.0,Louisiana,US,Alexandria,71301,211 Fourth Street,https://www.linkedin.com/company/rapides-regional-medical-center-llc
17101,15898825,Greenwood Industries,"Greenwood Industries is the custom building envelope solutions company. Greenwood’s unparalleled experience in commercial roofing, architectural metal, waterproofing, and maintenance ensures that any exterior building system is protected regardless of scope or complexity. 

Greenwood Industries is an Affirmative Action / Equal Opportunity Employer.

Read our full social media policies here: https://greenwoodindustries.com/social-media-rules/ ",4.0,Massachusetts,US,Worcester,01605,640 Lincoln Street ,https://www.linkedin.com/company/greenwoodindustries
17113,15929102,Health And Style Institute,"Health And Style Institute is a company based out of 1114 Eastchester Dr, High Point, North Carolina, United States.",1.0,North Carolina,US,High Point,27265,1114 Eastchester Dr,https://www.linkedin.com/company/health-and-style-institute
17122,15968066,SYSTEMS FURNITURE INSTALLATIONS LLC,"We provide the market’s most streamlined furniture delivery and furniture installation service to ensure your products arrive in perfect condition. SFI provides the trucks and the staff to pick-up your furniture and deliver it to any location. Our experts have experience in handling and assembling various sizes and styles of desk units, tables, file cabinets, bookcases, workstations, chairs and more. Whether it is a few cubicles or hundreds of workstations, our team at SFI will plan and coordinate for your next furniture delivery service.",1.0,Wisconsin,US,WAUNAKEE,53597,322 Raemisch Road,https://www.linkedin.com/company/systems-furniture-installations-llc
17136,16020596,HOTALING & CO.,"Hotaling & Co., the leading San Francisco importer & distiller, offers the finest curated portfolio of premium artisanal spirits including Luxardo Liqueurs, Nikka Whisky, Kavalan Whisky, HINE Cognac, Denizen Rum, and HIRSCH Selected Whiskeys. Hotaling & Co., originally named Anchor Distilling Company, was established in 1993 and is credited with releasing America’s first craft whiskey (Old Potrero) and American craft gin (Junipero Gin) after Prohibition. In 2010, Anchor Distilling Company was sold to a business partnership that included Tony Foglio and London's oldest wine and spirit merchant, Berry Bros. & Rudd and began expanding to incorporate a collection of super-premium artisanal spirits imported from around the world. In 2017, Anchor Distilling became Hotaling & Co. The new name is a nod to one of Anchor Distilling’s most beloved small batch whiskies (Old Potrero Hotaling’s Whiskey) and to the San Francisco legend A.P. Hotaling, who came out West during the Gold Rush and quickly became one of the most reputable spirits dealers in the country. Today, Hotaling & Co. celebrates exciting growth and achievements; marking its 26th year of distilling and its 10th year of commercially uniting artisan distillers from around the world and sharing their stories to discerning consumers. HotalingandCo.com",2.0,California,US,San Francisco,0,550 Montgomery St,https://www.linkedin.com/company/hotalingandco
17142,16054358,Tennessee Urology,"Tennessee Urology is the region’s premier urology practice, providing a comprehensive array of urologic services to patients. Our staff of 18 urologists serving patients at 11 locations in Knoxville and surrounding counties, focus on what’s most important to patients – superior and personalized care, an innovative approach to the most advanced diagnostics, and leading-edge treatments, as well as positive outcomes. At Tennessee Urology, we’re dedicated to providing the most personal care for life’s most personal issues.",2.0,Tennessee,US,KNOXVILLE,37922,"9724 KINGSTON PIKE, SUITE 800",https://www.linkedin.com/company/tnurology
17147,16058744,"ERGOGUYS, LLC","ERGOGUYS, LLC is a consumer goods company based out of 5622 W. ORCHID LANE, CHANDLER, Arizona, United States.",,Arizona,US,CHANDLER,0,0,https://www.linkedin.com/company/ergoguys-llc
17152,16075064,"Saint John Hospital, Inc.","Saint John Hospital, Inc. is a hospital & health care company based out of 3500 South 4th Street, Leavenworth, Kansas, United States.",,Kansas,US,Leavenworth,66048,3500 South 4th Street,https://www.linkedin.com/company/saint-john-hospital-inc.
